1900	39.68232111620983
1901	43.137715574736255
1902	42.81286585904574
1903	46.21515689547371
1904	50.497672834448956
1905	53.893434862565734
1906	57.771914982977975
1907	60.324261748560154
1908	54.21418257987406
1909	58.456553179216
1910	56.63351053433584
1911	57.45100141364243
1912	60.47958990499447
1913	56.31296382891408
1914	51.525031482042294
1915	52.487322442282114
1916	49.14382073760862
1917	50.634694557788954
1918	49.96670077033886
1919	45.159794930143235
1920	43.77914661663773
1921	44.32086368372745
1922	45.049699344910046
1923	46.55768531390324
1924	46.87487810015724
1925	46.74140457114739
1926	53.87237873784728
1927	57.918756307344374
1928	60.346161192533614
1929	70.60186371468423
1930	76.57860842251007
1931	78.1980969910851
1932	77.64000074315265
1933	78.77376399655246
1934	83.65041552772128
1935	88.68317669118595
1936	79.97690076696892
1937	75.63229165466139
1938	75.03077522591344
1939	80.41303434029528
1940	71.88908472348636
1941	69.73904258025631
1942	60.62298246828914
1943	59.599833350730606
1944	60.48759652078631
1945	57.87385326587264
1946	59.04493500912812
1947	66.0889074679959
1948	64.13421624597237
1949	70.95357636523117
1950	73.15073835904454
1951	72.00416928144354
1952	72.33603496935268
1953	69.52784732708591
1954	69.11421499239655
1955	70.28367053501371
1956	71.11464108281514
1957	69.07214919923778
1958	70.86473630471073
1959	70.26052895762894
1960	65.93514346491351
1961	62.671278598224006
1962	67.33380261515077
1963	67.08661444873377
1964	67.85789355831902
1965	67.95879510644808
1966	71.46625039773765
1967	77.48700805968788
1968	80.70994836135127
1969	81.26925213040012
1970	80.67423404893577
1971	82.62295473885267
1972	84.21635237883817
1973	83.89748033469668
1974	82.4236324703611
1975	85.3141992555275
1976	82.98099997092463
1977	85.96836313496597
1978	87.00590334957799
1979	87.98843276256696
1980	91.86515720206877
1981	97.61743475020468
1982	97.76840750909804
1983	101.12355846615206
1984	102.35831107297653
1985	107.41807322558867
1986	112.99044666227721
1987	111.6204499808672
1988	111.71214983883876
1989	114.36152538295391
1990	114.82639666841187
1991	121.66592696319785
1992	128.7649580914726
1993	122.19868233060257
1994	123.72508847096584
1995	130.4553003646546
1996	129.06080519970266
1997	129.38745075579848
1998	125.97804404166746
1999	122.29629951832919
2000	125.5292279941654
