1900	0.9266325144171932
1901	1.3069237581955464
1902	1.2060430963703264
1903	1.4823780679115837
1904	1.7304475394407393
1905	1.4773701194137212
1906	1.1735484168236479
1907	1.3382501581547277
1908	1.148414321809151
1909	1.447811558184827
1910	1.4131874176495345
1911	1.6046888914780932
1912	1.985404934176974
1913	1.9541112391949582
1914	1.71570983372144
1915	1.7956444825544544
1916	1.4723360507377155
1917	1.3263026272905705
1918	1.0301177354554805
1919	0.831830199585832
1920	0.939149991801051
1921	1.0288962008687121
1922	0.7162459685427701
1923	0.777743024562351
1924	0.7233918069702655
1925	0.7637879271491608
1926	0.8919967593144724
1927	0.9462911525323731
1928	0.8603022379273526
1929	0.89978899244259
1930	0.99488575085983
1931	1.3519318574241384
1932	1.5845231319962552
1933	1.784547653087868
1934	1.4564412730585965
1935	1.50858485883228
1936	1.8179879529341716
1937	2.0459371226345233
1938	1.9393234891777211
1939	2.2632248123873953
1940	2.265371590229893
1941	2.9251023461347714
1942	3.132784602352868
1943	3.055687577989025
1944	2.617068977275747
1945	2.9267664253365466
1946	2.4593555220678427
1947	2.51924576657995
1948	2.3736258816835902
1949	2.437637884494418
1950	2.50329745265225
1951	3.069785133911582
1952	3.41352927463251
1953	4.095518268422241
1954	4.195949532465369
1955	4.716244437604687
1956	5.675960419655325
1957	6.512491676437247
1958	7.051556749438691
1959	6.688555668369505
1960	7.1073931021957835
1961	7.7496362430827865
1962	8.582921897384676
1963	8.468728898026985
1964	8.903235387001802
1965	9.187640325797055
1966	9.406773868503889
1967	10.592801511989537
1968	11.513958519495226
1969	11.456720423410662
1970	12.024923219457996
1971	13.236657138828436
1972	14.25516833368236
1973	15.171981977938545
1974	15.662638546021554
1975	17.467293226156528
1976	16.593753100078178
1977	16.268928701129173
1978	16.101108678282912
1979	14.56021145901088
1980	15.023952772792951
1981	14.267472944889391
1982	13.92445549084034
1983	15.467040730394363
1984	16.508189796388923
1985	18.057902486996362
1986	20.50291634794526
1987	22.363725124278638
1988	22.978522638083785
1989	23.663400434187103
1990	24.37918840478782
1991	22.51365280535588
1992	22.612386371174953
1993	23.786251545708375
1994	24.623173237048405
1995	25.542816247227318
1996	21.952499572162594
1997	20.896292903426513
1998	21.1672093557506
1999	20.086261496739947
2000	18.789681412869093
