1900	0.01677386909420168
1901	0.014304173069842751
1902	0.014339873073685486
1903	0.013570826576967428
1904	0.012520329332775169
1905	0.01177103552906993
1906	0.013875494010825606
1907	0.01418581208980463
1908	0.01597980023220761
1909	0.014199568649224892
1910	0.016264934386542078
1911	0.01570865207226909
1912	0.014454555292689067
1913	0.019167759140145766
1914	0.018013297129372618
1915	0.018253098499214734
1916	0.02099644912648635
1917	0.01971088129690021
1918	0.021702453530708727
1919	0.022798550900812786
1920	0.015604386859451019
1921	0.019748122190398214
1922	0.018822520904582814
1923	0.01897734252559633
1924	0.019654270919850007
1925	0.01677698294654116
1926	0.01483606852549015
1927	0.014887846832214105
1928	0.01139700997885254
1929	0.010826796481011603
1930	0.007247888854037418
1931	0.0073486145461678564
1932	0.008104386243941364
1933	0.008133530773199726
1934	0.00988846736928398
1935	0.009930120138990861
1936	0.00994203665563484
1937	0.010673974716754834
1938	0.009834143687676593
1939	0.010095832084096373
1940	0.010163128370458636
1941	0.009839653762603753
1942	0.010771278906432903
1943	0.009511148936667624
1944	0.010506823042776727
1945	0.010211501999285841
1946	0.010175524084748873
1947	0.011683715896559444
1948	0.010262297434267922
1949	0.00929488829340914
1950	0.011098554739991008
1951	0.010611095663996805
1952	0.010951875244050823
1953	0.010425106177758405
1954	0.008964639714621853
1955	0.009242997090946935
1956	0.008769093553188508
1957	0.007789513289967733
1958	0.008372069206134604
1959	0.0075761785932181615
1960	0.007573095009320095
1961	0.007830789107682472
1962	0.007572489985329568
1963	0.008180940283753031
1964	0.008115597973282738
1965	0.007799957308821576
1966	0.008627230777761934
1967	0.009264325208785262
1968	0.009580425800565777
1969	0.009646210973988078
1970	0.008628165285803987
1971	0.00886490077137732
1972	0.007916872427284992
1973	0.007283455482890409
1974	0.007117362174496898
1975	0.006341683000477178
1976	0.005961802074656204
1977	0.005857062845108083
1978	0.005848030316261911
1979	0.006452459581688435
1980	0.006843926288714746
1981	0.006130352343207193
1982	0.006458498985733573
1983	0.007105807137097294
1984	0.007240999752843204
1985	0.007160889396654173
1986	0.006422590977694956
1987	0.005910143930920372
1988	0.006332760616294891
1989	0.005940916949998331
1990	0.005943953058897863
1991	0.005964267838892463
1992	0.005963859295475727
1993	0.005915706150416587
1994	0.005620589218319823
1995	0.005851591472814534
1996	0.005901151192230427
1997	0.005704912597045656
1998	0.005670699252255771
1999	0.005617318083233512
2000	0.005798097673641242
